x1,x2,x3,x4,y
0.6825,4.08,1.35,124.12,1.3984
0.441,2.2275,1.47,106.08,0.27
0.336,0.525,1.545,119.48,1.1118
0.5885,3.8,1.65,80.08,0.9384
0.6175,4,1.41,107.12,0.275
0.5775,0.5,2.76,116,1.1628
0.561,3.84,1.44,105.04,1.2084
0.598,4.2,1.395,108.16,1.2198
0.147,0.5,2.91,93.93,0.2507
0.6045,2.25,1.425,80.96,0.1365
0.686,0.45,1.515,85.56,0.202
0.1365,0.54,3.06,80.08,0.327
0.2325,0.475,1.485,90.64,0.106
0.3745,0.465,2.97,85.56,1.1742
0.385,2.295,3,106.72,1.8879
0.3605,4.28,2.76,112.32,1.5504
0.4275,2.025,1.395,118.8,1.071
0.441,0.475,2.76,139.92,4.1529
0.63,2.16,1.38,125.28,2.061
0.665,0.53,1.5,112.52,1.5808
0.357,0.55,3.24,134.62,1.6568
0.2325,3.8,2.82,106.08,0.7644
0.665,0.535,1.395,93.28,0.1455
0.2575,0.495,1.395,115.57,1.3589
0.255,0.47,2.88,130.81,1.6732
0.265,0.48,1.53,123.19,1.0812
0.5915,2.1375,1.38,109.2,0.4066
0.3675,2.3175,2.82,122.96,2.3622
0.5995,4.16,1.455,87.42,1.6568
0.1515,4.2,2.85,117.16,2.1068
0.749,0.51,1.53,120.65,1.02
0.2275,0.545,2.82,84.63,0.1395
0.624,3.64,3.18,104,2.54
0.637,4.08,3.06,134.62,4.3415
0.4815,2.3175,2.79,128.04,2.3114
0.2375,2.4075,2.82,113.68,2.7178
0.686,0.49,1.62,85.36,0.204
0.763,4,1.365,112.32,0.182
0.7085,2.07,1.44,115.57,2.6416
0.15,2.16,3,126.44,2.2213
0.4545,3.84,3.06,92.07,0.6592
0.235,0.45,2.7,128.04,1.8676
0.432,4.16,1.38,124.12,2.0839
0.315,4.12,1.635,106.72,1.0404
0.6435,2.205,2.91,117.16,3.8481
0.371,2.34,3.15,114.4,0.918
0.2625,2.16,2.91,134.62,1.7088
0.3395,2.115,2.85,117.16,3.6195
0.26,3.72,3.3,114.84,1.0098
0.25,2.4075,2.91,114.3,1.5048
0.255,0.55,1.65,114.3,0.27
0.5995,2.475,1.515,122.76,1.8334
0.4365,4.2,1.395,100.88,1.6416
0.414,3.64,3.27,79.2,1.0302
0.275,2.43,3.18,116.84,1.2192
0.336,0.485,2.97,116.84,4.0767
0.4905,2.1825,1.44,95.68,0.3724
0.55,2.43,2.88,127.6,3.4888
0.528,2.2275,2.97,87.12,1.0488
0.371,0.515,1.545,90.64,0.0515
0.235,3.88,2.94,96.72,0.3534
0.4365,0.54,3.21,86.49,0.3914
0.371,0.495,1.515,88.88,0.2575
0.23,3.6,3.15,106.08,1.0488
0.4095,0.53,1.38,124.12,0.3648
0.3535,3.6,1.395,85.36,0.4142
0.26,2.3625,1.395,119.48,1.3589
0.27,0.54,3.09,85.36,0.0832
0.405,2.1825,1.575,128.04,1.4136
0.663,2.07,3,100.44,0.418
0.55,0.545,2.94,91.52,0.1635
0.77,4.04,2.73,126.72,4.57
0.5555,0.545,1.575,80.96,0.049
0.3815,0.465,3.06,96.72,0.255
0.6045,4.28,1.41,99.51,0.5457
0.6435,0.54,1.38,85.56,0.0455
0.5555,0.5,1.47,90.21,0.0872
0.3465,0.515,1.47,126.44,0.38
0.385,2.025,2.97,87.42,0.1575
0.15,4.24,3.21,142.56,4.32
0.1575,2.295,2.82,93.28,0.3648
0.2425,4.12,1.47,95.79,0.143
0.686,0.455,1.575,123.19,1.4592
0.4635,0.455,3.03,95.68,2.6162
0.357,4.12,1.605,120.12,5.027
0.756,4.24,2.79,105.04,0.7524
0.477,2.4075,1.62,107.88,1.1811
0.165,3.92,2.82,88.88,1.4896
0.255,2.115,1.425,143.88,2.3622
0.336,3.92,3.12,143.88,3.8862
0.343,2.4075,2.76,110.2,2.1297
0.27,2.34,3.06,88.35,0.8208
0.611,2.1375,2.91,92.07,1.1628
0.255,2.2275,1.56,95.92,0.0505
0.742,4.32,1.65,118.11,3.204
0.6045,2.0925,2.94,84.63,0.4104
0.144,4.32,1.65,120.12,3.294
0.55,4.12,2.91,102.3,1.0716
0.7085,0.54,3,135.96,1.1856
0.2675,3.6,1.47,100.88,0.1274
0.1455,4.16,1.53,130.81,2.4638
0.6825,0.55,2.88,95.04,1.1118
0.135,3.96,1.365,90.64,0.1261
0.637,3.76,2.88,124.12,1.02
0.4545,4.16,1.53,79.2,0.4028
0.371,0.485,1.5,79.2,0.1391
0.4725,3.72,1.635,123.19,4.0005
0.315,4.12,1.425,87.12,1.0944
0.235,3.6,2.91,97.76,1.672
0.405,3.68,1.59,133.35,5.3848
0.651,0.465,1.38,89.76,0.3876
0.4095,3.84,3.15,105.04,0.3838
0.24,0.455,3.27,94.86,0.245
0.4725,0.505,3.3,143.88,3.9624
0.2675,4.24,2.85,106.08,1.0812
0.3605,0.53,2.97,83.6,0.3572
0.5885,2.385,1.53,123.19,3.294
0.245,0.505,3.24,84.48,1.1514
0.2325,2.2275,2.91,95.68,0.7722
0.135,0.54,3.09,115.57,0.7828
0.1575,0.475,1.515,114.84,0.235
0.561,2.0475,3.18,143.88,2.4638
0.371,0.53,1.56,93.93,0.214
0.594,4.24,1.44,128.04,4.3415
0.63,2.43,1.5,88.35,0.184
0.3535,3.88,1.425,107.12,0.143
0.5555,2.16,1.62,100.44,0.3458
0.5225,2.25,1.5,124.08,1.0812
0.2525,3.68,3.18,113.68,0.9486
0.1545,2.25,1.53,137.16,0.6916
0.651,0.495,1.47,95.79,0.0848
0.7,2.385,1.44,119.48,1.27
0.5995,2.25,3.24,130.81,3.8862
0.6175,3.72,3,81.84,0.798
0.162,2.205,3.03,122.96,1.368
0.45,0.51,2.94,86.49,0.1635
0.689,2.025,1.56,137.28,2.7178
0.672,2.07,1.5,107.88,1.4744
0.605,4.28,2.79,86.49,1.1514
0.322,3.92,1.455,135.96,5.2832
0.714,2.43,2.76,139.7,3.5956
0.405,2.07,1.53,142.56,2.7178
0.45,4.32,1.62,102.3,0.9078
0.3745,3.88,2.73,107.88,2.3622
0.322,0.52,2.79,101.92,1.02
0.26,2.34,3,105.56,1.5352
0.693,4.04,1.605,95.68,0.184
0.3815,2.475,1.53,127.6,0.5202
0.594,4.4,3.03,116.84,2.806
0.3325,0.485,3.3,130.81,4.191
0.141,0.54,2.85,93.6,2.1755
0.583,0.51,2.82,114.3,3.7719
0.141,0.46,3.21,139.92,1.1286
0.742,2.34,2.82,114.84,3.56
0.721,3.72,1.455,96.72,1.5352
0.165,3.8,3.18,105.04,0.3572
0.385,0.51,1.59,116,1.3984
0.25,0.455,2.94,122.76,2.794
0.1545,4.24,3,104.4,2.8365
0.6045,2.2275,2.85,107.12,1.6568
0.637,2.07,3.12,94.86,0.798
0.4185,4.24,2.7,145.2,5.2324
0.3185,3.68,2.88,134.62,2.0706
0.686,4.04,3,120.64,4.0767
0.35,0.545,1.44,96.8,0.048
0.336,0.54,1.545,99.84,0.361
0.265,0.525,1.5,84.48,0.0485
0.27,4.36,1.44,102.3,0.186
0.6955,3.84,1.41,89.76,1.52
0.735,0.53,2.82,138.6,3.6195
0.378,2.4525,3.15,112.52,1.9046
0.486,2.295,3.09,90.21,0.1365
0.3605,4,1.515,114.84,2.7686
0.235,0.525,2.82,121.44,1.4288
0.329,0.485,1.47,92.4,0.093
0.405,0.495,1.35,82.72,0.1
0.385,0.535,2.91,89.28,0.235
0.468,3.88,3.12,130.68,4.7244
0.2325,2.4075,2.7,126.44,4.0386
0.315,4.08,1.35,96.72,0.9792
0.658,4.2,1.41,98.58,0.5304
0.585,4.16,1.53,96.72,0.275
0.2325,0.51,3.3,89.28,0.135
0.45,2.1375,1.395,85.56,0.2525
0.3325,4.16,1.575,127.6,1.4288
0.162,3.64,2.94,135.96,3.111
0.5445,0.46,2.79,99.84,2.5146
0.5775,4.4,1.62,85.56,0.969
0.611,2.3625,1.62,112.52,1.5352
0.2625,2.0925,3.27,114.3,1.5504
0.572,3.68,2.85,94.86,1.9285
0.265,4.32,2.79,83.7,0.6656
0.4545,2.115,1.575,86.24,0.141
0.459,2.025,3.06,110.2,4.0005
0.432,2.1825,2.76,109.04,4.1529
0.315,2.4075,1.5,99.51,0.051
0.1365,0.465,3,97.76,0.4104
0.561,0.495,1.395,98.58,0.2475
0.665,0.45,1.47,139.7,0.4743
0.6825,2.0475,2.97,101.37,1.3984
0.6305,2.475,1.65,101.92,0.1404
0.539,0.53,1.545,95.68,0.162
0.77,2.0925,1.605,86.49,0.054
0.495,0.485,3.03,123.19,2.5146
0.663,3.72,1.395,81.84,0.9256
0.1425,2.43,2.94,125.73,1.5808
0.5225,2.3625,1.41,128.04,0.5559
0.1455,3.8,3.15,106.72,2.7432
0.414,2.025,1.545,115.57,1.1016
0.528,3.76,2.79,121.8,2.6924
0.4725,2.385,2.82,112.32,1.6112
0.651,2.385,2.91,93,1.6416
0.5995,2.385,1.44,100.88,0.5508
0.679,0.535,1.575,95.68,0.6992
0.5445,2.385,1.605,87.42,0.1261
0.572,0.475,1.35,94.86,0.2325
0.702,2.4525,2.76,94.86,0.7904
0.364,0.505,3.18,104,0.9486
0.728,0.53,3.12,117.16,2.8365
0.486,3.64,3.27,145.2,5.027
0.3535,0.45,1.62,128.27,0.3762
0.1395,0.465,1.41,121.8,0.3686
0.714,4,2.76,125.28,2.4503
0.23,3.76,1.605,97.76,0.7448
0.265,0.47,3.03,122.96,0.7448
0.77,3.76,1.575,93.6,0.5253
0.749,4.2,1.395,139.92,3.9788
0.702,3.84,1.53,114.4,0.969
0.3465,2.1825,1.44,111.28,1.1016
0.721,3.6,2.73,82.72,0.9996
0.611,4.24,1.5,79.2,0.2425
0.153,4.24,3.15,137.28,2.989
0.4365,0.5,3,116.84,2.4384
0.6435,0.535,3.27,82.72,0.156
0.728,4.28,3.15,97.76,1.9082
0.162,3.64,2.88,124.08,2.8365
0.2525,2.4525,1.5,135.96,0.9588
0.686,0.52,1.59,113.68,1.5048
0.3745,2.3175,1.455,133.35,0.5355
0.165,0.53,1.38,115.57,0.8811
0.162,2.3175,3.15,121.44,2.2671
0.2375,4.08,1.485,94.64,0.1209
0.275,2.385,1.47,84.48,0.13
0.715,0.52,3.03,128.04,2.4892
0.665,2.4075,1.35,119.48,2.4384
0.468,4.04,3.03,119.38,3.111
0.4815,2.385,1.575,91.14,0.102
0.23,4.36,2.94,111.28,0.741
0.676,2.205,2.91,133.35,1.254
0.644,2.34,1.605,95.04,0.265
0.594,0.485,2.79,117.16,1.1514
0.583,2.3175,1.65,106.72,1.397
0.561,4.4,3.21,125.28,2.1315
0.2325,0.455,1.47,114.3,0.235
0.676,2.475,1.605,141.24,2.3368
0.2425,3.6,1.5,94.16,0.8188
0.721,4.12,2.94,125.28,2.4384
0.35,0.545,1.395,123.19,0.275
0.5115,0.505,1.605,95.68,0.3914
0.1455,3.88,1.65,95.92,0.1248
0.735,2.3175,1.545,89.76,0.027
0.5995,2.2725,1.515,86.49,0.5049
0.3675,0.51,2.73,129.36,1.9082
0.663,2.16,1.44,86.49,0.218
0.364,0.54,1.455,101.92,0.918
0.63,4.36,2.85,124.46,4.752
0.506,2.16,3.3,123.19,1.8718
0.138,2.3625,1.62,80.96,0.106
0.322,0.505,1.515,121.92,0.4066
0.7085,3.84,2.88,106.72,2.0909
0.138,3.96,1.38,110.2,0.9282
0.459,2.16,1.47,127.6,1.3208
0.6305,0.45,1.425,113.36,0.1692
0.3255,4,1.365,80.96,0.143
0.63,3.96,1.56,121.44,3.7719
0.658,0.53,1.455,95.04,0.5304
0.156,0.46,3.27,142.56,1.596
0.6565,2.25,1.62,98.58,0.052
0.1635,3.6,3.21,97.65,0.6848
0.3185,4.4,3,97.76,1.8473
0.5005,0.495,3.21,80.08,0.156
0.6565,2.205,3,118.32,3.2752
0.45,2.25,3.03,109.2,0.7488
0.637,2.4075,1.47,108.16,0.25
0.5885,4.12,1.485,107.88,2.7178
0.153,0.49,1.395,94.86,0.5049
0.651,0.495,1.47,106.72,0.7676
0.3465,3.6,2.7,139.92,4.4329
0.147,0.51,1.545,95.79,0.4845
0.6435,2.4075,1.455,111.28,0.189
0.468,4.12,1.485,89.28,0.4947
0.598,4.28,1.47,106.72,2.4384
0.55,2.16,2.73,105.56,2.745
0.2275,4.24,3,92.4,0.5824
0.245,4.16,2.97,117.16,3.429
0.4725,4.4,3.06,99.51,2.03
0.336,4.16,1.65,121.44,5.4864
0.245,2.43,1.35,84.48,0.054
0.255,4.08,1.545,102.96,0.1417
0.561,0.55,2.73,121.44,3.5052
0.594,2.025,1.395,87.42,0.138
0.583,3.68,3.24,106.72,2.4892
0.506,3.88,1.635,93.6,1.1016
0.4905,2.34,1.65,122.76,0.9588
0.6175,0.535,1.605,85.36,0.095
0.15,4.32,3.18,89.28,0.89
0.235,4.32,1.635,121.8,2.3368
0.6565,0.505,1.575,133.32,1.4288
0.336,0.495,2.82,116,0.9486
0.25,0.48,1.425,111.36,0.801
0.598,4.12,3.18,124.46,4.7071
0.728,3.92,3.03,80.96,0.4104
0.611,2.115,1.425,114.84,2.4384
0.715,2.4075,1.35,125.4,2.54
0.721,3.6,1.515,106.08,0.5457
0.4455,0.46,1.65,125.28,1.2319
0.637,2.1825,1.455,99.84,0.2525
0.6305,4.4,1.395,93.93,0.969
0.329,3.92,1.65,80.08,0.1222
0.1395,4.28,1.44,101.37,0.1196
0.4545,2.475,1.425,135.96,2.1518
0.159,2.16,2.82,83.6,0.135
0.7,2.4525,3.3,82.72,0.342
0.721,0.455,3.12,134.64,2.7686
0.672,0.515,2.85,88,0.8132
0.4815,3.72,1.59,112.52,1.0608
0.329,3.92,3.06,135.96,4.6614
0.5005,4.04,3.12,94.64,2.03
0.156,0.51,1.365,97.65,0.0495
0.27,2.1825,1.635,125.73,0.5559
0.477,2.3625,1.575,119.38,1.1118
0.2275,4,2.85,95.04,0.6144
0.63,2.34,3.21,118.8,1.0944
0.1425,2.205,2.82,118.11,1.8879
0.265,0.485,1.53,124.08,1.2954
0.637,3.88,1.545,86.49,0.3648
0.1365,3.96,2.82,100.44,1.0488
0.605,2.3625,1.515,118.32,2.5654
0.1455,2.3625,2.88,88.88,0.2475
0.663,0.505,2.82,90.64,0.2575
0.3605,3.84,1.425,126.44,2.3622
0.245,2.3175,3.06,106.08,0.4794
0.3255,3.6,1.41,121.8,2.7178
0.665,0.535,3.09,109.2,2.6924
0.405,0.55,1.53,142.56,1.254
0.322,3.64,3.27,80.96,0.6784
0.26,2.385,3.24,108.16,1.0812
0.721,2.16,1.575,101.92,0.5508
0.385,2.025,2.79,85.56,0.0744
0.6695,2.295,1.38,126.72,1.6554
0.637,2.4075,3.12,105.56,3.81
0.605,4.04,2.91,93.28,0.4104
0.7085,0.47,1.605,101.37,0.092
0.539,4,1.53,87.12,0.235
0.598,2.1825,1.44,118.8,1.5048
0.357,4.08,1.65,94.16,0.9792
0.5225,4.4,3.06,82.72,0.672
0.6045,2.475,1.5,100.88,0.7372
0.153,4.16,2.82,124.12,2.1721
0.4365,2.385,1.605,102.3,0.3762
0.6305,2.2275,1.62,92.07,0.0848
0.5915,0.475,2.91,113.68,1.869
0.385,0.48,2.94,99.51,0.294
0.728,0.455,3.3,96.8,0.2185
0.2375,0.48,2.97,96.72,0.3458
0.756,0.465,1.365,119.38,1.1058
0.329,4.12,1.575,118.11,3.2025
0.5995,4.12,3.27,107.12,1.5352
0.477,2.0475,3.03,107.12,1.52
0.414,0.515,1.515,81.84,0.105
0.3255,2.43,1.56,135.96,2.7178
0.1575,0.49,2.82,100.44,0.2208
0.3745,0.48,3.15,126.72,2.4503
0.138,0.485,1.38,94.86,0.5304
0.7,0.55,2.91,135.89,4.0386
0.735,3.68,1.635,126.72,3.6576
0.147,3.88,1.35,82.72,0.361
0.679,3.92,1.635,138.43,3.916
0.624,2.0475,3.03,137.16,1.197
0.27,2.1825,3.21,105.56,2.0706
0.3255,3.72,2.79,139.92,1.8473
0.663,0.46,3,101.92,1.5048
0.357,0.495,3.03,139.92,1.8473
0.637,3.96,2.79,96.72,0.5824
0.5005,2.475,3.03,115.57,2.794
0.459,2.115,1.56,122.96,0.5559
0.5445,4.04,3.12,132.08,4.6614
0.315,0.525,2.91,125.28,1.4744
0.6955,2.07,2.88,111.36,1.1514
0.459,2.1375,1.62,134.64,1.9082
0.702,4.36,2.79,84.63,0.5824
0.1455,0.525,2.79,118.32,2.0909
0.3815,4.08,3.03,133.32,1.9691
0.707,3.68,3.24,118.8,4.536
0.676,0.54,3.09,93.28,0.5151
0.6045,2.385,1.515,100.88,0.4845
0.336,3.76,3.3,130.81,3.233
0.679,4.36,3.09,81.84,1.0506
0.275,0.515,2.79,135.89,0.76
0.459,0.505,1.365,139.7,1.397
0.162,2.025,1.575,93.6,0.5508
0.2675,0.47,2.76,125.4,2.03
0.423,4.04,1.635,129.36,2.7755
0.24,0.47,2.88,99.84,1.0812
0.6435,2.475,1.515,114.3,2.061
0.423,2.34,1.635,93.6,0.13
0.1455,0.49,1.395,94.86,0.153
0.3465,3.64,1.515,118.32,1.1016
0.763,3.96,2.94,106.72,3.429
0.763,2.1375,1.47,118.32,1.672
0.265,4.4,2.91,125.73,3.8448
0.749,0.54,3.15,142.56,3.7338
0.3675,3.64,1.59,91.14,1.071
0.672,4,3,79.2,0.576
0.5885,2.0925,1.485,120.12,0.9384
0.141,3.84,3.03,95.92,1.0374
0.385,0.48,3.03,111.36,1.9482
0.561,3.68,1.365,128.27,4.263
0.245,4.24,2.79,120.65,2.4638
0.4455,2.2275,1.59,120.12,1.3832
0.265,0.515,3.03,111.36,1.1016
0.1365,3.8,3.15,134.64,3.81
0.364,0.455,3.12,93.28,0.4743
0.6955,2.0925,2.88,122.96,3.81
0.371,3.92,1.38,109.2,0.9588
0.665,4.4,3.21,96.72,2.2127
0.27,0.545,1.35,135.96,1.3716
0.5775,4.36,2.94,133.32,4.8899
0.432,0.485,2.73,101.92,2.3876
0.336,4.16,1.485,100.44,0.1391
0.1515,2.1375,1.455,125.4,1.2065
0.672,2.1825,1.365,94.86,0.5559
0.6565,2.3175,1.635,139.7,2.6162
0.693,3.6,2.73,117.16,1.827
0.665,3.96,3.12,109.2,1.596
0.255,0.46,3.3,132.08,1.6264
0.663,4.08,2.94,96.8,1.254
0.343,4.32,1.59,97.76,1.0302
0.585,3.8,3.21,104,1.672
0.665,4.2,1.425,114.4,0.22
0.24,4.04,2.94,91.14,0.7676
0.6825,0.485,1.485,94.16,0.2525
0.6695,0.53,3.24,134.62,2.54
0.585,4.16,1.545,139.92,3.5433
0.1605,2.205,3.06,126.72,1.9224
0.25,0.49,1.38,100.44,0.09
0.2675,2.34,1.515,89.76,0.054
0.5445,0.51,3.12,85.36,0.2575
0.3465,2.25,1.455,91.52,0.0505
0.637,2.2725,1.62,102.3,0.4641
0.468,2.385,2.88,113.36,2.3876
0.5115,0.54,1.47,83.6,0.096
0.2725,2.0475,3.09,124.46,2.2213
0.2675,4.24,2.88,84.48,0.6272
0.225,2.295,2.88,102.96,0.3914
0.275,2.025,2.91,113.68,1.9082
0.378,3.72,3.21,143.88,4.4786
0.572,0.55,2.76,85.56,0.2346
0.235,0.48,1.425,121.92,0.89
0.658,3.68,3.15,86.49,2.1112
0.162,3.84,1.44,124.46,3.233
0.468,2.43,1.485,129.36,1.4744
0.749,0.52,1.41,97.65,0.049
0.693,4.24,3.12,107.12,2.413
0.5775,0.48,1.605,86.49,0.194
0.1605,3.88,1.56,81.84,0.216
0.77,2.3175,3.18,95.92,0.3686
0.4635,0.475,3.18,145.2,3.6957
0.3395,4.08,1.5,96.72,1.1016
0.6045,0.455,3.15,101.37,0.15
0.1425,0.53,1.44,83.6,0.24
0.141,0.47,1.455,128.04,0.9434
0.162,2.25,1.485,141.24,0.9792
0.3185,2.07,1.41,93,0.1
0.714,4.12,2.88,133.32,3.1415
0.405,2.475,1.425,128.27,1.8868
0.423,2.07,1.395,93,0.202
0.144,3.8,1.635,94.64,0.801
0.45,3.92,2.97,106.72,2.233
0.583,0.54,2.97,137.16,4.0005
0.3675,0.55,3.3,104,0.4692
0.1515,2.3625,2.94,114.84,1.4896
0.315,3.64,1.44,85.56,1.0506
0.5335,4.24,1.635,115.57,4.3415
0.4905,2.025,1.41,102.3,0.202
0.55,3.96,2.82,116.84,5.027
0.676,2.1375,1.65,122.96,1.3843
0.728,4.16,3.15,98.8,1.6112
0.26,3.76,1.425,139.7,2.4892
0.336,4.04,3.06,143.88,4.9356
0.165,2.475,1.5,79.2,0.0495
0.4545,2.1825,1.47,109.2,0.3724
0.702,2.3625,3.09,95.79,1.0302
0.528,2.115,1.44,93.28,0.099
0.4635,0.485,1.575,85.56,0.188
0.5885,2.115,1.605,118.8,1.691
0.162,2.16,3,87.12,0.27
0.2525,0.47,1.44,125.4,1.1557
0.2475,3.68,2.97,96.72,1.1286
0.572,2.1825,1.455,88.88,0.048
0.5555,2.295,1.575,133.32,1.8512
0.5115,3.64,1.56,88,0.7144
0.3465,0.535,2.79,102.96,0.7488
0.676,0.535,3.06,94.86,1.3984
0.255,3.92,1.38,134.62,3.0195
0.156,0.495,1.425,116.84,0.2725
0.5445,2.3175,1.575,139.7,2.1984
0.35,3.64,1.425,92.4,0.9167
0.1605,3.88,1.485,112.32,0.13
0.2425,4.08,1.41,82.72,0.1183
0.235,4.36,3.03,94.86,1.1172
0.1575,2.385,1.485,124.08,2.413
0.1485,3.6,2.7,101.37,0.918
0.3675,0.455,3.06,110.24,1.8156
0.756,0.48,3.18,110.24,2.3876
0.756,2.385,1.56,119.48,1.3843
0.5995,2.4075,1.605,106.72,0.51
0.742,2.205,1.455,88.88,0.097
0.156,4.28,2.85,124.08,3.3245
0.2625,2.4525,3.03,133.35,1.4288
0.336,0.47,3.06,132.08,1.1286
0.77,3.84,1.59,102.3,1.1016
0.2675,2.0925,2.94,102.96,1.0812
0.528,0.485,3.15,129.54,3.6957
0.322,2.385,3.27,141.24,1.7978
0.35,2.43,3.3,121.8,0.8284
0.5005,2.07,2.79,121.92,3.5244
0.5115,2.2725,1.5,125.28,0.5559
0.159,0.51,3.06,110.24,0.3458
0.693,4.36,3.09,134.62,4.2336
0.721,0.45,2.88,105.56,1.1514
0.6565,3.64,3.18,137.16,4.8899
0.721,0.465,1.575,96.8,0.1395
0.2325,0.48,2.7,119.38,4.191
0.3185,3.6,3,134.62,2.0909
0.2475,0.49,2.85,97.65,0.2231
0.605,2.25,1.35,79.2,0.214
0.26,4.28,1.605,125.73,4.3872
0.528,2.0925,1.365,134.62,2.413
0.3815,4.16,2.82,87.12,0.8208
0.3745,2.4075,1.575,95.79,0.054
0.3815,2.07,1.455,90.21,0.2675
0.77,0.515,3.03,87.42,0.7676
0.27,3.96,1.59,116.84,4.2224
0.343,2.3175,1.65,121.92,1.7088
0.689,2.16,2.88,124.12,2.6162
0.714,2.4075,3.15,80.08,0.27
0.35,0.46,3.15,132.08,2.0706
0.689,2.2725,1.635,86.49,0.3534
0.5115,0.525,2.88,107.12,0.4743
0.5115,2.2725,1.605,95.92,0.1378
0.5665,3.88,1.47,113.68,2.4638
0.4455,2.3625,1.47,109.04,0.5508
0.45,4.24,2.88,134.62,2.745
0.5885,3.76,1.635,97.65,0.245
0.3185,0.475,1.35,83.6,0.0273
0.27,0.535,1.575,88.88,0.38
0.4635,0.495,1.605,93,0.23
0.1635,0.455,2.79,107.12,0.6992
0.3395,3.76,1.62,111.28,0.1313
0.1545,2.2275,1.59,145.2,0.5253
0.2725,2.295,3.21,129.36,1.444
0.3815,2.4075,1.605,98.58,0.094
0.23,0.48,1.38,86.24,0.104
0.245,4.32,1.365,139.7,5.6459
0.763,2.0475,1.56,130.68,2.1526
0.3675,0.535,2.82,86.24,0.2415
0.3325,4.2,1.59,127,4.1412
0.594,0.505,1.41,133.32,0.6916
0.5885,0.51,1.395,118.32,1.2084
0.2475,2.205,1.59,93.28,0.052
0.45,2.205,2.88,97.76,2.0909
0.336,0.465,1.515,95.68,0.23
0.63,3.96,1.395,100.88,0.206
0.336,3.76,2.91,120.12,4.8442
0.2375,0.515,1.515,129.36,0.2575
0.357,3.64,2.7,137.28,4.113
0.4275,2.0925,2.82,90.21,0.0792
0.4725,3.72,1.62,95.79,0.255
0.6955,3.76,2.88,124.08,5.334
0.144,3.96,3,111.36,2.667
0.1635,0.515,2.97,84.48,0.162
0.651,4.28,2.91,87.12,1.1058
0.4545,2.205,1.38,129.54,1.1684
0.432,2.115,3,125.73,3.7338
0.385,0.545,1.41,101.37,0.194
0.5225,2.0925,1.53,139.92,2.667
0.672,4.4,3.18,142.56,3.6576
0.35,2.43,1.425,96.72,0.102
0.693,4.16,1.395,96.72,1.6112
0.572,2.25,1.38,105.04,0.2375
0.441,2.43,1.635,104,0.2325
0.2675,3.72,1.5,132.08,3.7758
0.7085,3.96,1.395,82.72,0.235
0.26,3.92,3,117.16,2.2671
0.715,2.205,1.41,81.84,0.4743
0.5115,3.64,2.85,139.92,4.5243
0.2725,2.3175,1.44,94.86,0.275
0.364,3.8,1.395,90.21,0.3724
0.572,0.51,1.545,93.28,0.099
0.4905,4.24,1.365,100.44,0.9384
0.5885,2.07,1.35,100.88,0.4896
0.4185,3.8,1.41,119.38,4.191
0.4365,0.485,1.5,94.64,0.5151
0.3465,0.475,2.88,124.46,1.1628
0.55,3.68,1.425,121.92,2.3622
0.3255,0.5,2.79,100.44,0.2116
0.6435,2.025,1.635,93.6,0.1692
0.506,0.485,3.3,92.07,0.27
0.5915,3.84,2.73,117.16,2.4638
0.459,3.76,2.94,113.68,2.413
0.1395,4.08,2.94,95.79,0.7904
0.721,4.32,2.82,116,2.7686
0.598,2.115,2.73,90.21,0.3534
0.459,0.495,1.635,119.48,1.0302
0.749,2.2725,1.545,86.49,0.13
0.405,0.515,3.12,105.04,2.03
0.1515,3.88,3.12,129.36,3.2396
0.676,2.1375,2.79,92.4,0.684
0.3395,2.205,3.15,107.88,2.2127
0.1635,2.205,1.35,84.48,0.055
0.138,2.43,1.545,86.49,0.0465
0.663,4.08,3.27,120.65,3.6957
0.4095,0.46,3.12,130.68,3.9624
0.315,2.115,2.7,118.8,2.7432
0.357,0.48,2.91,122.76,1.7266
0.6045,2.16,1.35,93,0.072
0.315,2.115,2.97,111.28,0.918
0.162,0.51,3.3,119.48,2.5654
0.4905,2.0475,1.47,83.7,0.0525
0.45,3.76,1.365,88.88,0.4692
0.1605,0.535,1.47,117.16,0.4142
0.611,4.04,2.73,135.89,5.334
0.749,2.34,3.15,107.12,2.1924
0.5335,4.12,1.455,105.04,1.6568
0.539,3.64,1.56,112.52,2.6162
0.6825,3.68,3.27,80.08,1.1514
0.5915,0.5,1.5,104.4,0.5151
0.1455,3.84,1.395,123.19,3.4671
0.245,3.8,1.635,133.35,3.8804
0.742,4.16,1.365,114.3,4.6614
0.1605,4.28,3.21,122.96,4.1529
0.24,2.3175,3.06,110.2,1.3984
0.1395,2.34,1.35,129.54,1.1016
0.147,3.8,3.27,129.36,4.191
0.156,2.07,3.27,95.04,0.342
0.1575,0.5,2.76,79.2,0.2093
0.6305,4.28,1.44,96.72,0.225
0.5995,2.34,2.91,86.24,0.135
0.714,3.96,2.85,106.72,4.191
0.23,2.25,3.12,86.49,0.159
0.7,2.115,1.575,116,2.794
0.5115,0.495,3.03,93,0.141
0.26,2.07,2.7,93,1.672
0.6305,3.84,1.38,104,1.2198
0.1395,0.485,3.21,139.92,2.3816
0.1365,2.1375,1.35,95.68,0.9282
0.414,4.12,1.38,118.11,2.8975
0.1485,3.6,3.18,141.24,3.233
0.714,4.12,1.605,97.76,0.206
0.585,4.28,1.44,125.28,2.3876
0.561,2.3175,1.485,88.35,0.2475
0.3325,0.485,3.03,125.73,1.1058
